Entity,Code,Year,Oil consumption - TWh
Indonesia,IDN,1972,90.78368
Indonesia,IDN,1973,108.37456
Indonesia,IDN,1974,113.21974
Indonesia,IDN,1975,129.84836
Indonesia,IDN,1976,139.89664
Indonesia,IDN,1977,164.95786
Indonesia,IDN,1978,185.91682
Indonesia,IDN,1979,202.2756
Indonesia,IDN,1980,227.56358
Indonesia,IDN,1981,249.5228
Indonesia,IDN,1982,259.33398
Indonesia,IDN,1983,253.85255
Indonesia,IDN,1984,273.57245
Indonesia,IDN,1985,268.883
Indonesia,IDN,1986,275.73636
Indonesia,IDN,1987,285.60983
Indonesia,IDN,1988,300.38272
Indonesia,IDN,1989,318.60794
Indonesia,IDN,1990,366.26285
Indonesia,IDN,1991,390.09222
Indonesia,IDN,1992,420.5104
Indonesia,IDN,1993,448.4648
Indonesia,IDN,1994,443.34113
Indonesia,IDN,1995,490.8204
Indonesia,IDN,1996,527.91
Indonesia,IDN,1997,584.76495
Indonesia,IDN,1998,557.09625
Indonesia,IDN,1999,583.22876
Indonesia,IDN,2000,637.6342
Indonesia,IDN,2001,659.7541
Indonesia,IDN,2002,663.0472
Indonesia,IDN,2003,683.08
Indonesia,IDN,2004,721.0085
Indonesia,IDN,2005,720.2949
Indonesia,IDN,2006,693.5674
Indonesia,IDN,2007,731.70544
Indonesia,IDN,2008,746.4561
Indonesia,IDN,2009,750.0341
Indonesia,IDN,2010,793.81995
Indonesia,IDN,2011,850.97736
Indonesia,IDN,2012,894.8122
Indonesia,IDN,2013,865.0088
Indonesia,IDN,2014,861.4602
Indonesia,IDN,2015,822.09674
Indonesia,IDN,2016,792.95087
Indonesia,IDN,2017,850.3321
Indonesia,IDN,2018,877.21906
Indonesia,IDN,2019,855.10266
Indonesia,IDN,2020,753.2117
Indonesia,IDN,2021,786.71375
Indonesia,IDN,2022,858.0725
Indonesia,IDN,2023,857.43665
Indonesia,IDN,2024,878.98413
Iran,IRN,1965,81.939705
Iran,IRN,1966,89.68452
Iran,IRN,1967,99.20545
Iran,IRN,1968,109.47246
Iran,IRN,1969,119.56593
Iran,IRN,1970,129.19635
Iran,IRN,1971,141.64665
Iran,IRN,1972,157.65855
Iran,IRN,1973,189.24191
Iran,IRN,1974,219.959
Iran,IRN,1975,257.91962
Iran,IRN,1976,292.32513
Iran,IRN,1977,339.15933
Iran,IRN,1978,340.1507
Iran,IRN,1979,357.9212
Iran,IRN,1980,330.28473
Iran,IRN,1981,328.61838
Iran,IRN,1982,357.87906
Iran,IRN,1983,435.68042
Iran,IRN,1984,471.64413
Iran,IRN,1985,518.38904
Iran,IRN,1986,478.29694
Iran,IRN,1987,498.8362
Iran,IRN,1988,500.27936
Iran,IRN,1989,536.6414
Iran,IRN,1990,553.2112
Iran,IRN,1991,586.54645
Iran,IRN,1992,630.63934
Iran,IRN,1993,691.7041
Iran,IRN,1994,714.48303
Iran,IRN,1995,702.6482
Iran,IRN,1996,737.46826
Iran,IRN,1997,758.171
Iran,IRN,1998,736.06213
Iran,IRN,1999,752.26575
Iran,IRN,2000,775.7112
Iran,IRN,2001,799.744
Iran,IRN,2002,806.6087
Iran,IRN,2003,810.2835
Iran,IRN,2004,848.9064
Iran,IRN,2005,910.1544
Iran,IRN,2006,991.9344
Iran,IRN,2007,999.07385
Iran,IRN,2008,1029.7059
Iran,IRN,2009,1002.6773
Iran,IRN,2010,972.17633
Iran,IRN,2011,978.04443
Iran,IRN,2012,998.7805
Iran,IRN,2013,1075.3906
Iran,IRN,2014,991.93774
Iran,IRN,2015,864.85693
Iran,IRN,2016,888.2897
Iran,IRN,2017,896.9061
Iran,IRN,2018,933.4988
Iran,IRN,2019,985.50775
Iran,IRN,2020,950.84296
Iran,IRN,2021,1010.11536
Iran,IRN,2022,1017.02094
Iran,IRN,2023,1031.4215
Iran,IRN,2024,1044.6382
Iraq,IRQ,1965,18.0648
Iraq,IRQ,1966,19.331001
Iraq,IRQ,1967,20.708927
Iraq,IRQ,1968,22.232122
Iraq,IRQ,1969,23.810186
Iraq,IRQ,1970,31.23763
Iraq,IRQ,1971,33.480137
Iraq,IRQ,1972,40.72927
Iraq,IRQ,1973,39.85893
Iraq,IRQ,1974,39.219147
Iraq,IRQ,1975,39.173504
Iraq,IRQ,1976,47.936947
Iraq,IRQ,1977,56.694485
Iraq,IRQ,1978,60.07625
Iraq,IRQ,1979,72.68304
Iraq,IRQ,1980,87.1314
Iraq,IRQ,1981,87.037094
Iraq,IRQ,1982,89.883965
Iraq,IRQ,1983,106.461365
Iraq,IRQ,1984,117.46719
Iraq,IRQ,1985,133.36305
Iraq,IRQ,1986,148.48793
Iraq,IRQ,1987,151.33095
Iraq,IRQ,1988,164.51309
Iraq,IRQ,1989,186.95409
Iraq,IRQ,1990,186.1421
Iraq,IRQ,1991,127.142624
Iraq,IRQ,1992,201.05925
Iraq,IRQ,1993,273.86227
Iraq,IRQ,1994,309.44556
Iraq,IRQ,1995,305.5216
Iraq,IRQ,1996,307.12216
Iraq,IRQ,1997,374.77612
Iraq,IRQ,1998,271.37985
Iraq,IRQ,1999,188.50584
Iraq,IRQ,2000,283.2356
Iraq,IRQ,2001,323.30173
Iraq,IRQ,2002,306.809
Iraq,IRQ,2003,275.40967
Iraq,IRQ,2004,299.94012
Iraq,IRQ,2005,280.47946
Iraq,IRQ,2006,271.65643
Iraq,IRQ,2007,243.81943
Iraq,IRQ,2008,273.0638
Iraq,IRQ,2009,263.04932
Iraq,IRQ,2010,310.87958
Iraq,IRQ,2011,332.70312
Iraq,IRQ,2012,365.83423
Iraq,IRQ,2013,402.03412
Iraq,IRQ,2014,394.05093
Iraq,IRQ,2015,391.2975
Iraq,IRQ,2016,396.5495
Iraq,IRQ,2017,478.2491
Iraq,IRQ,2018,470.87967
Iraq,IRQ,2019,458.79535
Iraq,IRQ,2020,397.99588
Iraq,IRQ,2021,444.49966
Iraq,IRQ,2022,488.49573
Iraq,IRQ,2023,520.97363
Iraq,IRQ,2024,534.4997
Ireland,IRL,1965,28.522163
Ireland,IRL,1966,31.881552
Ireland,IRL,1967,35.69569
Ireland,IRL,1968,39.704014
Ireland,IRL,1969,43.153435
Ireland,IRL,1970,48.426376
Ireland,IRL,1971,53.493187
Ireland,IRL,1972,58.884476
Ireland,IRL,1973,63.811317
Ireland,IRL,1974,63.197315
Ireland,IRL,1975,61.815147
Ireland,IRL,1976,62.782482
Ireland,IRL,1977,66.95627
Ireland,IRL,1978,71.89355
Ireland,IRL,1979,75.46185
Ireland,IRL,1980,67.97169
Ireland,IRL,1981,60.38429
Ireland,IRL,1982,52.857918
Ireland,IRL,1983,48.004547
Ireland,IRL,1984,47.20721
Ireland,IRL,1985,47.078075
Ireland,IRL,1986,58.11852
Ireland,IRL,1987,51.009117
Ireland,IRL,1988,46.249054
Ireland,IRL,1989,47.584457
Ireland,IRL,1990,53.734264
Ireland,IRL,1991,59.26925
Ireland,IRL,1992,61.681023
Ireland,IRL,1993,62.440945
Ireland,IRL,1994,68.39255
Ireland,IRL,1995,69.824715
Ireland,IRL,1996,73.24784
Ireland,IRL,1997,78.033714
Ireland,IRL,1998,87.46068
Ireland,IRL,1999,98.69789
Ireland,IRL,2000,99.360954
Ireland,IRL,2001,106.50095
Ireland,IRL,2002,103.80247
Ireland,IRL,2003,101.32408
Ireland,IRL,2004,106.12375
Ireland,IRL,2005,111.53505
Ireland,IRL,2006,113.51547
Ireland,IRL,2007,112.17092
Ireland,IRL,2008,106.85292
Ireland,IRL,2009,91.39404
Ireland,IRL,2010,88.99753
Ireland,IRL,2011,83.32917
Ireland,IRL,2012,78.68121
Ireland,IRL,2013,79.802826
Ireland,IRL,2014,78.99451
Ireland,IRL,2015,81.82425
Ireland,IRL,2016,86.16183
Ireland,IRL,2017,85.46276
Ireland,IRL,2018,88.72634
Ireland,IRL,2019,88.71635
Ireland,IRL,2020,75.046776
Ireland,IRL,2021,81.74555
Ireland,IRL,2022,85.65837
Ireland,IRL,2023,84.52713
Ireland,IRL,2024,85.428696
Israel,ISR,1965,40.27698
Israel,ISR,1966,41.695316
Israel,ISR,1967,50.674126
Israel,ISR,1968,51.301483
Israel,ISR,1969,58.121662
Israel,ISR,1970,62.26058
Israel,ISR,1971,70.908646
Israel,ISR,1972,67.1222
Israel,ISR,1973,72.303604
Israel,ISR,1974,72.49729
Israel,ISR,1975,74.568344
Israel,ISR,1976,76.48452
Israel,ISR,1977,80.3445
Israel,ISR,1978,87.7867
Israel,ISR,1979,90.86663
Israel,ISR,1980,92.546585
Israel,ISR,1981,94.11931
Israel,ISR,1982,94.85222
Israel,ISR,1983,89.02869
Israel,ISR,1984,85.71314
Israel,ISR,1985,76.264885
Israel,ISR,1986,79.106224
Israel,ISR,1987,84.97657
Israel,ISR,1988,94.02596
Israel,ISR,1989,97.610435
Israel,ISR,1990,101.24891
Israel,ISR,1991,101.15154
Israel,ISR,1992,116.151215
Israel,ISR,1993,124.56148
Israel,ISR,1994,129.30417
Israel,ISR,1995,146.87704
Israel,ISR,1996,143.86281
Israel,ISR,1997,157.65808
Israel,ISR,1998,164.65373
Israel,ISR,1999,174.33197
Israel,ISR,2000,154.44406
Israel,ISR,2001,143.08977
Israel,ISR,2002,142.72649
Israel,ISR,2003,146.52625
Israel,ISR,2004,139.08589
Israel,ISR,2005,136.45407
Israel,ISR,2006,132.76782
Israel,ISR,2007,135.56348
Israel,ISR,2008,134.59229
Israel,ISR,2009,124.926895
Israel,ISR,2010,123.8482
Israel,ISR,2011,129.74031
Israel,ISR,2012,154.56673
Israel,ISR,2013,117.32228
Israel,ISR,2014,109.44141
Israel,ISR,2015,116.4035
Israel,ISR,2016,119.49044
Israel,ISR,2017,124.57352
Israel,ISR,2018,125.85821
Israel,ISR,2019,127.130394
Israel,ISR,2020,109.86071
Israel,ISR,2021,114.3978
Israel,ISR,2022,124.50161
Israel,ISR,2023,120.645256
Israel,ISR,2024,114.59136
Italy,ITA,1965,610.7383
Italy,ITA,1966,673.4347
Italy,ITA,1967,745.36487
Italy,ITA,1968,821.8544
Italy,ITA,1969,905.2703
Italy,ITA,1970,1024.0592
Italy,ITA,1971,1101.3706
Italy,ITA,1972,1156.2516
Italy,ITA,1973,1217.0194
Italy,ITA,1974,1184.078
Italy,ITA,1975,1112.0739
Italy,ITA,1976,1162.1108
Italy,ITA,1977,1130.0889
Italy,ITA,1978,1186.6757
Italy,ITA,1979,1225.9446
Italy,ITA,1980,1163.8812
Italy,ITA,1981,1138.7347
Italy,ITA,1982,1081.3064
Italy,ITA,1983,1053.4365
Italy,ITA,1984,1005.08795
Italy,ITA,1985,999.8842
Italy,ITA,1986,1023.8365
Italy,ITA,1987,1067.5886
Italy,ITA,1988,1086.6915
Italy,ITA,1989,1118.1211
Italy,ITA,1990,1424.875
Italy,ITA,1991,1312.1063
Italy,ITA,1992,1346.129
Italy,ITA,1993,1323.6052
Italy,ITA,1994,1319.4658
Italy,ITA,1995,1385.0332
Italy,ITA,1996,1374.6149
Italy,ITA,1997,1373.4979
Italy,ITA,1998,1329.4376
Italy,ITA,1999,1276.0321
Italy,ITA,2000,1125.4979
Italy,ITA,2001,1101.7239
Italy,ITA,2002,1124.5614
Italy,ITA,2003,1116.1444
Italy,ITA,2004,1099.3705
Italy,ITA,2005,1062.0243
Italy,ITA,2006,1069.8597
Italy,ITA,2007,1032.5938
Italy,ITA,2008,984.539
Italy,ITA,2009,898.9732
Italy,ITA,2010,878.6839
Italy,ITA,2011,851.1852
Italy,ITA,2012,790.2025
Italy,ITA,2013,711.2821
Italy,ITA,2014,725.4599
Italy,ITA,2015,736.12726
Italy,ITA,2016,721.54535
Italy,ITA,2017,722.2751
Italy,ITA,2018,738.58154
Italy,ITA,2019,724.5385
Italy,ITA,2020,595.9134
Italy,ITA,2021,665.1538
Italy,ITA,2022,729.38477
Italy,ITA,2023,714.07965
Italy,ITA,2024,712.7318
Japan,JPN,1965,1022.04364
Japan,JPN,1966,1220.0682
Japan,JPN,1967,1445.0398
Japan,JPN,1968,1645.5842
Japan,JPN,1969,2017.5236
Japan,JPN,1970,2444.1145
Japan,JPN,1971,2633.4075
Japan,JPN,1972,2894.374
Japan,JPN,1973,3271.468
Japan,JPN,1974,3098.383
Japan,JPN,1975,3070.5293
Japan,JPN,1976,3215.9766
Japan,JPN,1977,3247.2256
Japan,JPN,1978,3274.6074
Japan,JPN,1979,3221.443
Japan,JPN,1980,2871.159
Japan,JPN,1981,2707.4973
Japan,JPN,1982,2555.3738
Japan,JPN,1983,2620.6226
Japan,JPN,1984,2568.1838
Japan,JPN,1985,2509.7917
Japan,JPN,1986,2522.5608
Japan,JPN,1987,2639.6982
Japan,JPN,1988,2798.2007
Japan,JPN,1989,2871.3735
Japan,JPN,1990,2928.7988
Japan,JPN,1991,3023.089
Japan,JPN,1992,3098.17
Japan,JPN,1993,3044.2654
Japan,JPN,1994,3212.045
Japan,JPN,1995,3234.1843
Japan,JPN,1996,3259.9888
Japan,JPN,1997,3224.3533
Japan,JPN,1998,3134.1433
Japan,JPN,1999,3181.5173
Japan,JPN,2000,3179.2053
Japan,JPN,2001,3076.0095
Japan,JPN,2002,3026.113
Japan,JPN,2003,3117.3787
Japan,JPN,2004,3048.324
Japan,JPN,2005,3086.6357
Japan,JPN,2006,2975.8223
Japan,JPN,2007,2892.6091
Japan,JPN,2008,2780.0032
Japan,JPN,2009,2495.7231
Japan,JPN,2010,2514.3208
Japan,JPN,2011,2512.4082
Japan,JPN,2012,2665.7046
Japan,JPN,2013,2552.7695
Japan,JPN,2014,2422.78
Japan,JPN,2015,2335.274
Japan,JPN,2016,2269.2039
Japan,JPN,2017,2243.645
Japan,JPN,2018,2167.913
Japan,JPN,2019,2112.4573
Japan,JPN,2020,1877.5176
Japan,JPN,2021,1911.585
Japan,JPN,2022,1925.478
Japan,JPN,2023,1882.6602
Japan,JPN,2024,1782.8904
Kazakhstan,KAZ,1985,246.88788
Kazakhstan,KAZ,1986,224.8873
Kazakhstan,KAZ,1987,217.35507
Kazakhstan,KAZ,1988,218.25153
Kazakhstan,KAZ,1989,222.71523
Kazakhstan,KAZ,1990,256.32733
Kazakhstan,KAZ,1991,258.59717
Kazakhstan,KAZ,1992,241.5884
Kazakhstan,KAZ,1993,186.60751
Kazakhstan,KAZ,1994,146.3026
Kazakhstan,KAZ,1995,143.00717
Kazakhstan,KAZ,1996,120.90727
Kazakhstan,KAZ,1997,121.64777
Kazakhstan,KAZ,1998,101.10801
Kazakhstan,KAZ,1999,83.37866
Kazakhstan,KAZ,2000,92.2146
Kazakhstan,KAZ,2001,92.17118
Kazakhstan,KAZ,2002,94.16745
Kazakhstan,KAZ,2003,102.73209
Kazakhstan,KAZ,2004,105.7996
Kazakhstan,KAZ,2005,108.86972
Kazakhstan,KAZ,2006,125.20107
Kazakhstan,KAZ,2007,136.47191
Kazakhstan,KAZ,2008,135.96167
Kazakhstan,KAZ,2009,109.06764
Kazakhstan,KAZ,2010,113.105934
Kazakhstan,KAZ,2011,150.89111
Kazakhstan,KAZ,2012,161.30411
Kazakhstan,KAZ,2013,162.81444
Kazakhstan,KAZ,2014,167.67194
Kazakhstan,KAZ,2015,154.43547
Kazakhstan,KAZ,2016,157.86322
Kazakhstan,KAZ,2017,159.55869
Kazakhstan,KAZ,2018,170.21378
Kazakhstan,KAZ,2019,171.49725
Kazakhstan,KAZ,2020,148.74731
Kazakhstan,KAZ,2021,183.11275
Kazakhstan,KAZ,2022,180.0903
Kazakhstan,KAZ,2023,185.64178
Kazakhstan,KAZ,2024,192.4192
Kuwait,KWT,1965,61.96006
Kuwait,KWT,1966,60.271442
Kuwait,KWT,1967,58.632427
Kuwait,KWT,1968,57.05615
Kuwait,KWT,1969,55.53032
Kuwait,KWT,1970,54.056026
Kuwait,KWT,1971,53.168793
Kuwait,KWT,1972,57.331783
Kuwait,KWT,1973,54.19715
Kuwait,KWT,1974,49.556572
Kuwait,KWT,1975,38.492832
Kuwait,KWT,1976,45.590458
Kuwait,KWT,1977,44.11577
Kuwait,KWT,1978,47.563553
Kuwait,KWT,1979,53.34273
Kuwait,KWT,1980,46.04957
Kuwait,KWT,1981,64.21076
Kuwait,KWT,1982,72.00998
Kuwait,KWT,1983,79.70098
Kuwait,KWT,1984,84.2102
Kuwait,KWT,1985,80.65508
Kuwait,KWT,1986,83.613396
Kuwait,KWT,1987,82.10621
Kuwait,KWT,1988,79.01365
Kuwait,KWT,1989,77.53028
Kuwait,KWT,1990,51.68767
Kuwait,KWT,1991,41.370697
Kuwait,KWT,1992,56.785267
Kuwait,KWT,1993,48.682903
Kuwait,KWT,1994,60.2195
Kuwait,KWT,1995,62.408756
Kuwait,KWT,1996,60.6511
Kuwait,KWT,1997,66.98625
Kuwait,KWT,1998,100.81921
Kuwait,KWT,1999,115.729126
Kuwait,KWT,2000,126.9616
Kuwait,KWT,2001,129.56995
Kuwait,KWT,2002,150.12158
Kuwait,KWT,2003,183.11217
Kuwait,KWT,2004,206.34384
Kuwait,KWT,2005,224.51132
Kuwait,KWT,2006,210.7111
Kuwait,KWT,2007,212.68977
Kuwait,KWT,2008,224.64828
Kuwait,KWT,2009,231.70015
Kuwait,KWT,2010,265.2187
Kuwait,KWT,2011,251.17435
Kuwait,KWT,2012,246.72572
Kuwait,KWT,2013,267.69452
Kuwait,KWT,2014,255.98145
Kuwait,KWT,2015,263.328
Kuwait,KWT,2016,251.7362
Kuwait,KWT,2017,254.6148
Kuwait,KWT,2018,267.9817
Kuwait,KWT,2019,256.75195
Kuwait,KWT,2020,239.8204
Kuwait,KWT,2021,269.92224
Kuwait,KWT,2022,250.99081
Kuwait,KWT,2023,260.34518
Kuwait,KWT,2024,277.06586
Latvia,LVA,1985,67.93239
Latvia,LVA,1986,57.170307
Latvia,LVA,1987,46.47371
Latvia,LVA,1988,41.671085
Latvia,LVA,1989,41.656254
Latvia,LVA,1990,39.39039
Latvia,LVA,1991,38.05116
Latvia,LVA,1992,29.374146
Latvia,LVA,1993,26.326996
Latvia,LVA,1994,24.942257
Latvia,LVA,1995,22.464779
Latvia,LVA,1996,23.622612
Latvia,LVA,1997,20.98294
Latvia,LVA,1998,20.0967
Latvia,LVA,1999,18.727612
Latvia,LVA,2000,15.440622
Latvia,LVA,2001,17.956295
Latvia,LVA,2002,17.819523
Latvia,LVA,2003,18.005838
Latvia,LVA,2004,19.358784
Latvia,LVA,2005,20.517754
Latvia,LVA,2006,19.316914
Latvia,LVA,2007,20.937656
Latvia,LVA,2008,20.536226
Latvia,LVA,2009,18.639688
Latvia,LVA,2010,21.028973
Latvia,LVA,2011,19.342073
Latvia,LVA,2012,19.337612
Latvia,LVA,2013,19.562712
Latvia,LVA,2014,19.589464
Latvia,LVA,2015,20.659561
Latvia,LVA,2016,21.412914
Latvia,LVA,2017,21.701895
Latvia,LVA,2018,19.506718
Latvia,LVA,2019,22.321327
Latvia,LVA,2020,19.569078
Latvia,LVA,2021,20.47839
Latvia,LVA,2022,19.610828
Latvia,LVA,2023,19.468527
Latvia,LVA,2024,18.536423
Lithuania,LTU,1985,102.38193
Lithuania,LTU,1986,85.666695
Lithuania,LTU,1987,94.00656
Lithuania,LTU,1988,90.391785
Lithuania,LTU,1989,92.738045
Lithuania,LTU,1990,82.824165
Lithuania,LTU,1991,90.637054
Lithuania,LTU,1992,51.86617
Lithuania,LTU,1993,45.75867
Lithuania,LTU,1994,42.190865
Lithuania,LTU,1995,38.271038
Lithuania,LTU,1996,39.927193
Lithuania,LTU,1997,40.03619
Lithuania,LTU,1998,45.90011
Lithuania,LTU,1999,36.30458
Lithuania,LTU,2000,28.525013
Lithuania,LTU,2001,31.414404
Lithuania,LTU,2002,30.509422
Lithuania,LTU,2003,28.764093
Lithuania,LTU,2004,31.088854
Lithuania,LTU,2005,33.621483
Lithuania,LTU,2006,33.145622
Lithuania,LTU,2007,33.59571
Lithuania,LTU,2008,36.063103
Lithuania,LTU,2009,31.06497
Lithuania,LTU,2010,31.699005
Lithuania,LTU,2011,30.631077
Lithuania,LTU,2012,30.99526
Lithuania,LTU,2013,30.120863
Lithuania,LTU,2014,29.522429
Lithuania,LTU,2015,32.41703
Lithuania,LTU,2016,35.661934
Lithuania,LTU,2017,36.70305
Lithuania,LTU,2018,39.087585
Lithuania,LTU,2019,39.038982
Lithuania,LTU,2020,36.593956
Lithuania,LTU,2021,36.981213
Lithuania,LTU,2022,37.15651
Lithuania,LTU,2023,38.186306
Lithuania,LTU,2024,37.39961
Luxembourg,LUX,1965,9.832363
Luxembourg,LUX,1966,11.189572
Luxembourg,LUX,1967,12.358045
Luxembourg,LUX,1968,13.641634
Luxembourg,LUX,1969,15.104542
Luxembourg,LUX,1970,16.02329
Luxembourg,LUX,1971,16.681265
Luxembourg,LUX,1972,17.51691
Luxembourg,LUX,1973,19.464947
Luxembourg,LUX,1974,17.504738
Luxembourg,LUX,1975,15.61211
Luxembourg,LUX,1976,16.907217
Luxembourg,LUX,1977,16.632332
Luxembourg,LUX,1978,16.749968
Luxembourg,LUX,1979,15.525217
Luxembourg,LUX,1980,12.98823
Luxembourg,LUX,1981,12.481877
Luxembourg,LUX,1982,12.346533
Luxembourg,LUX,1983,11.758569
Luxembourg,LUX,1984,11.779353
Luxembourg,LUX,1985,12.517873
Luxembourg,LUX,1986,13.635571
Luxembourg,LUX,1987,15.456239
Luxembourg,LUX,1988,15.865759
Luxembourg,LUX,1989,17.436583
Luxembourg,LUX,1990,19.125217
Luxembourg,LUX,1991,22.28313
Luxembourg,LUX,1992,22.93275
Luxembourg,LUX,1993,22.86836
Luxembourg,LUX,1994,22.842442
Luxembourg,LUX,1995,21.410866
Luxembourg,LUX,1996,22.176525
Luxembourg,LUX,1997,23.158905
Luxembourg,LUX,1998,24.09103
Luxembourg,LUX,1999,25.739426
Luxembourg,LUX,2000,27.610802
Luxembourg,LUX,2001,29.310978
Luxembourg,LUX,2002,29.86881
Luxembourg,LUX,2003,32.06685
Luxembourg,LUX,2004,36.371384
Luxembourg,LUX,2005,37.356655
Luxembourg,LUX,2006,35.52233
Luxembourg,LUX,2007,34.57503
Luxembourg,LUX,2008,34.84931
Luxembourg,LUX,2009,32.625046
Luxembourg,LUX,2010,34.167213
Luxembourg,LUX,2011,34.88955
Luxembourg,LUX,2012,33.672718
Luxembourg,LUX,2013,33.112263
Luxembourg,LUX,2014,31.917315
Luxembourg,LUX,2015,31.355448
Luxembourg,LUX,2016,31.312542
Luxembourg,LUX,2017,32.775616
Luxembourg,LUX,2018,34.678898
Luxembourg,LUX,2019,35.056538
Luxembourg,LUX,2020,28.461853
Luxembourg,LUX,2021,30.569939
Luxembourg,LUX,2022,27.838793
Luxembourg,LUX,2023,26.817352
Luxembourg,LUX,2024,27.646286
Malaysia,MYS,1965,31.176205
Malaysia,MYS,1966,35.99366
Malaysia,MYS,1967,38.8187
Malaysia,MYS,1968,39.98575
Malaysia,MYS,1969,43.46176
Malaysia,MYS,1970,40.44124
Malaysia,MYS,1971,45.043636
Malaysia,MYS,1972,49.28976
Malaysia,MYS,1973,52.4388
Malaysia,MYS,1974,52.282986
Malaysia,MYS,1975,54.681435
Malaysia,MYS,1976,61.35862
Malaysia,MYS,1977,73.671425
Malaysia,MYS,1978,79.16399
Malaysia,MYS,1979,88.513306
Malaysia,MYS,1980,96.19926
Malaysia,MYS,1981,103.69143
Malaysia,MYS,1982,107.58703
Malaysia,MYS,1983,115.040695
Malaysia,MYS,1984,113.108444
Malaysia,MYS,1985,111.31613
Malaysia,MYS,1986,102.545456
Malaysia,MYS,1987,105.06764
Malaysia,MYS,1988,112.245155
Malaysia,MYS,1989,116.46208
Malaysia,MYS,1990,135.13397
Malaysia,MYS,1991,153.59685
Malaysia,MYS,1992,181.72055
Malaysia,MYS,1993,187.49182
Malaysia,MYS,1994,197.3366
Malaysia,MYS,1995,225.68347
Malaysia,MYS,1996,247.44212
Malaysia,MYS,1997,282.96338
Malaysia,MYS,1998,258.76495
Malaysia,MYS,1999,252.93382
Malaysia,MYS,2000,273.37418
Malaysia,MYS,2001,295.61264
Malaysia,MYS,2002,319.9746
Malaysia,MYS,2003,334.79303
Malaysia,MYS,2004,351.0072
Malaysia,MYS,2005,363.53732
Malaysia,MYS,2006,351.68854
Malaysia,MYS,2007,374.9842
Malaysia,MYS,2008,360.4522
Malaysia,MYS,2009,357.81046
Malaysia,MYS,2010,361.47537
Malaysia,MYS,2011,369.18195
Malaysia,MYS,2012,404.4225
Malaysia,MYS,2013,430.01007
Malaysia,MYS,2014,429.4578
Malaysia,MYS,2015,398.72943
Malaysia,MYS,2016,443.14453
Malaysia,MYS,2017,417.47427
Malaysia,MYS,2018,423.70773
Malaysia,MYS,2019,460.3622
Malaysia,MYS,2020,382.43192
Malaysia,MYS,2021,371.0073
Malaysia,MYS,2022,449.95392
Malaysia,MYS,2023,488.6479
Malaysia,MYS,2024,499.89972
Mexico,MEX,1965,178.4483
Mexico,MEX,1966,186.99396
Mexico,MEX,1967,200.27634
Mexico,MEX,1968,217.7839
Mexico,MEX,1969,230.15845
Mexico,MEX,1970,247.47473
Mexico,MEX,1971,262.43677
Mexico,MEX,1972,295.5131
Mexico,MEX,1973,316.24557
Mexico,MEX,1974,357.2522
Mexico,MEX,1975,394.2111
Mexico,MEX,1976,434.23633
Mexico,MEX,1977,448.20316
Mexico,MEX,1978,504.61945
Mexico,MEX,1979,541.5423
Mexico,MEX,1980,603.66943
Mexico,MEX,1981,660.86053
Mexico,MEX,1982,684.2733
Mexico,MEX,1983,666.7178
Mexico,MEX,1984,705.7309
Mexico,MEX,1985,734.98035
Mexico,MEX,1986,744.0882
Mexico,MEX,1987,780.32104
Mexico,MEX,1988,778.4027
Mexico,MEX,1989,832.9989
Mexico,MEX,1990,916.3862
Mexico,MEX,1991,941.7247
Mexico,MEX,1992,954.6505
Mexico,MEX,1993,947.33923
Mexico,MEX,1994,1021.43054
Mexico,MEX,1995,950.10956
Mexico,MEX,1996,964.5441
Mexico,MEX,1997,1006.9446
Mexico,MEX,1998,1054.3689
Mexico,MEX,1999,1047.314
Mexico,MEX,2000,1120.5376
Mexico,MEX,2001,1107.69
Mexico,MEX,2002,1052.2218
Mexico,MEX,2003,1086.2057
Mexico,MEX,2004,1138.6555
Mexico,MEX,2005,1226.7955
Mexico,MEX,2006,1185.0917
Mexico,MEX,2007,1236.5321
Mexico,MEX,2008,1275.9948
Mexico,MEX,2009,1219.6002
Mexico,MEX,2010,1171.3154
Mexico,MEX,2011,1188.146
Mexico,MEX,2012,1213.6655
Mexico,MEX,2013,1175.1095
Mexico,MEX,2014,1121.4913
Mexico,MEX,2015,1087.8053
Mexico,MEX,2016,1117.6816
Mexico,MEX,2017,1090.6477
Mexico,MEX,2018,1021.4716
Mexico,MEX,2019,974.0516
Mexico,MEX,2020,838.9448
Mexico,MEX,2021,956.6506
Mexico,MEX,2022,1048.4077
Mexico,MEX,2023,991.90405
Mexico,MEX,2024,1000.65967
Morocco,MAR,1965,11.545965
Morocco,MAR,1966,16.513165
Morocco,MAR,1967,18.142168
Morocco,MAR,1968,19.909143
Morocco,MAR,1969,21.551186
Morocco,MAR,1970,22.557482
Morocco,MAR,1971,23.806576
Morocco,MAR,1972,25.329979
Morocco,MAR,1973,30.294249
Morocco,MAR,1974,32.480705
Morocco,MAR,1975,33.62336
Morocco,MAR,1976,36.71666
Morocco,MAR,1977,41.40305
Morocco,MAR,1978,44.40629
Morocco,MAR,1979,50.361397
Morocco,MAR,1980,51.022358
Morocco,MAR,1981,50.176956
Morocco,MAR,1982,52.81164
Morocco,MAR,1983,53.351723
Morocco,MAR,1984,55.4834
Morocco,MAR,1985,55.25038
Morocco,MAR,1986,54.291435
Morocco,MAR,1987,54.274662
Morocco,MAR,1988,58.015285
Morocco,MAR,1989,63.67005
